accession	ambiguous_bases	checkm_completeness	checkm_contamination	checkm_marker_count	checkm_marker_lineage	checkm_marker_set_count	checkm_strain_heterogeneity	coding_bases	coding_density	contig_count	gc_count	gc_percentage	genome_size	gtdb_genome_representative	gtdb_representative	gtdb_taxonomy	gtdb_type_designation	gtdb_type_designation_sources	gtdb_type_species_of_genus	l50_contigs	l50_scaffolds	longest_contig	longest_scaffold	lsu_23s_contig_len	lsu_23s_count	lsu_23s_length	lsu_23s_query_id	lsu_5s_contig_len	lsu_5s_count	lsu_5s_length	lsu_5s_query_id	lsu_silva_23s_blast_align_len	lsu_silva_23s_blast_bitscore	lsu_silva_23s_blast_evalue	lsu_silva_23s_blast_perc_identity	lsu_silva_23s_blast_subject_id	lsu_silva_23s_taxonomy	mean_contig_length	mean_scaffold_length	mimag_high_quality	mimag_low_quality	mimag_medium_quality	n50_contigs	n50_scaffolds	ncbi_assembly_level	ncbi_assembly_name	ncbi_assembly_type	ncbi_bioproject	ncbi_biosample	ncbi_contig_count	ncbi_contig_n50	ncbi_country	ncbi_date	ncbi_genbank_assembly_accession	ncbi_genome_category	ncbi_genome_representation	ncbi_isolate	ncbi_isolation_source	ncbi_lat_lon	ncbi_molecule_count	ncbi_ncrna_count	ncbi_organism_name	ncbi_protein_count	ncbi_refseq_category	ncbi_rrna_count	ncbi_scaffold_count	ncbi_scaffold_l50	ncbi_scaffold_n50	ncbi_scaffold_n75	ncbi_scaffold_n90	ncbi_seq_rel_date	ncbi_spanned_gaps	ncbi_species_taxid	ncbi_ssu_count	ncbi_strain_identifiers	ncbi_submitter	ncbi_taxid	ncbi_taxonomy	ncbi_taxonomy_unfiltered	ncbi_total_gap_length	ncbi_total_length	ncbi_translation_table	ncbi_trna_count	ncbi_type_material_designation	ncbi_ungapped_length	ncbi_unspanned_gaps	ncbi_wgs_master	protein_count	scaffold_count	ssu_contig_len	ssu_count	ssu_gg_blast_align_len	ssu_gg_blast_bitscore	ssu_gg_blast_evalue	ssu_gg_blast_perc_identity	ssu_gg_blast_subject_id	ssu_gg_taxonomy	ssu_length	ssu_query_id	ssu_silva_blast_align_len	ssu_silva_blast_bitscore	ssu_silva_blast_evalue	ssu_silva_blast_perc_identity	ssu_silva_blast_subject_id	ssu_silva_taxonomy	total_gap_length	trna_aa_count	trna_count	trna_selenocysteine_count
RS_GCF_002214525.1	0	100	0	299	p__Euryarchaeota (UID4)	202	0	1399506	91.9023809805	1	835714	54.879440616	1522818	RS_GCF_002214525.1	t	d__Archaea;p__Euryarchaeota;c__Thermococci;o__Thermococcales;f__Thermococcaceae;g__Thermococcus;s__Thermococcus sp002214525	not type material	none	f	1	1	1522818	1522818	1522818	1	3007	NZ_CP015104.1	1522818	2	101	NZ_CP015104.1-#2	3010	5062	0	97.076	CP000855.1274841.1277847	Archaea;Euryarchaeota;Thermococci;Thermococcales;Thermococcaceae;Thermococcus;Thermococcus onnurineus NA1	1522818	1522818	t	f	f	1522818	1522818	Complete Genome	ASM221452v1	n/a	PRJNA224116	SAMN03324166	none	none	none	2017-7-5	GCA_002214525.1	none	full	none	none	none	1	0	Thermococcus sp. P6	1598	na	4	none	none	none	none	none	2017/07/05	0	122420	1	P6	Ecole Normale Superieure de Lyon	122420	d__Archaea;p__Euryarchaeota;c__Thermococci;o__Thermococcales;f__Thermococcaceae;g__Thermococcus;s__	d__Archaea;p__Euryarchaeota;c__Thermococci;o__Thermococcales;f__Thermococcaceae;g__Thermococcus;s__Thermococcus sp. P6	0	1522818	11	45	none	1522818	0	none	1613	1	1522818	1	1487	2608	0	98.386	1130698	k__Archaea;p__Euryarchaeota;c__Thermococci;o__Thermococcales;f__Thermococcaceae;g__Thermococcus;s__kodakarensis	1482	NZ_CP015104.1	1486	2617	0	98.52	CP003651.1280864.1282350	Archaea;Euryarchaeota;Thermococci;Thermococcales;Thermococcaceae;Thermococcus;Thermococcus sp. CL1	0	20	46	0
GB_GCA_002502525.1	0	83.25	1.94	145	k__Archaea (UID2)	103	0	743034	91.559420947	41	278150	34.2845662136	811532	GB_GCA_002412085.1	f	d__Archaea;p__Nanoarchaeota;c__Nanoarchaeia;o__Parvarchaeales;f__Parvarchaeaceae;g__Parvarchaeum;s__Parvarchaeum acidophilus	not type material	none	f	8	8	79224	79226	68384	1	543	DAPC01000036.1	none	0	none	none	543	1003	0	100	ADHF01000063.521.3388	Archaea;Candidatus Parvarchaeum acidophilus ARMAN-5	19787	21356	f	f	t	37100	37102	Scaffold	ASM250252v1	n/a	PRJNA348753	SAMN06027614	41	37102	none	2017-10-10	GCA_002502525.1	derived from metagenome	full	UBA575	none	none	0	0	Candidatus Parvarchaeota archaeon UBA575	0	na	0	none	none	none	none	none	2017/10/10	3	1916017	0	UBA575	University of Queensland	1916017	d__Archaea;p__Candidatus Parvarchaeota;c__;o__;f__;g__;s__	d__Archaea;x__DPANN group;p__Candidatus Parvarchaeota;x__unclassified Candidatus Parvarchaeota;s__Candidatus Parvarchaeota archaeon UBA575	218	811532	none	0	none	811314	0	DAPC00000000.1	899	38	25490	1	139	158	2.77e-37	87.05	4344031	k__Archaea;p__[Parvarchaeota];c__[Micrarchaea];o__[Micrarchaeles];f__;g__;s__	401	DAPC01000026.1	139	158	8.16e-37	87.05	AB019747.1.1420	Archaea;Miscellaneous Euryarchaeotic Group(MEG);unidentified archaeon	234	19	43	0
GB_GCA_002010285.1	0	95.92	0	228	p__Euryarchaeota (UID49)	153	0	1634118	93.2461881097	103	740245	42.3197375673	1752477	GB_GCA_002010285.1	t	d__Archaea;p__Halobacterota;c__Archaeoglobi;o__Archaeoglobales;f__Archaeoglobaceae;g__JdFR-41;s__JdFR-41 sp002010285	not type material	none	f	23	23	61052	61171	none	0	none	none	33162	1	114	MTNC01000044.1	none	none	none	none	none	none	16982	17014	f	f	t	25949	25992	Contig	ASM201028v1	n/a	PRJNA269163	SAMN06226358	103	25992	none	2017-3-2	GCA_002010285.1	derived from metagenome	full	JdFR-41	none	none	0	0	Archaeoglobus sp. JdFR-41	0	na	0	none	none	none	none	none	2017/03/02	0	1934998	0	JdFR-41	University of Hawaii	1934998	d__Archaea;p__Euryarchaeota;c__Archaeoglobi;o__Archaeoglobales;f__Archaeoglobaceae;g__Archaeoglobus;s__	d__Archaea;p__Euryarchaeota;c__Archaeoglobi;o__Archaeoglobales;f__Archaeoglobaceae;g__Archaeoglobus;s__Archaeoglobus sp. JdFR-41	0	1752477	none	0	none	1752477	0	MTNC00000000.1	1865	103	7803	1	400	645	0	96	755	k__Archaea;p__Euryarchaeota;c__Archaeoglobi;o__Archaeoglobales;f__Archaeoglobaceae;g__Archaeoglobus;s__fulgidus	401	MTNC01000097.1	400	645	0	96	AE000782.1788987.1790478	Archaea;Euryarchaeota;Archaeoglobi;Archaeoglobales;Archaeoglobaceae;Archaeoglobus;Archaeoglobus fulgidus DSM 4304	3305	18	41	0
GB_GCA_000806095.1	0	64.25	0	149	k__Archaea (UID2)	107	0	1123419	91.0868699776	23	552570	44.8142855521	1233349	UBA9989	f	d__Archaea;p__Nanoarchaeota;c__Nanoarchaeia;o__Woesearchaeales;f__UBA9989;g__UBA9989;s__UBA9989 sp9989u	not type material	none	f	7	6	194438	194438	none	0	none	none	none	0	none	none	none	none	none	none	none	none	53609	64913	f	f	t	57389	63897	Scaffold	ASM80609v1	n/a	PRJNA268032	SAMN03217302	23	57389	USA: Rifle; CO	2014-12-19	GCA_000806095.1	derived from metagenome	full	none	Rifle groundwater metagenome at time 1	39.5369 N 107.7828 W	0	0	archaeon GW2011_AR4	1243	na	0	none	none	none	none	none	2014/12/19	4	1579366	0	none	Banfield Lab, University of California, Berkeley	1579366	d__Archaea;p__;c__;o__;f__;g__;s__	d__Archaea;x__unclassified Archaea;x__unclassified Archaea (miscellaneous);s__archaeon GW2011_AR4	327	1233349	11	0	none	1233022	0	JWKP00000000.1	1269	19	none	0	none	none	none	none	none	none	none	none	none	none	none	none	none	none	327	15	24	0
GB_GCA_002706635.1	0	61.33	0.27	188	p__Euryarchaeota (UID3)	125	0	1093551	95.732633457	47	574729	50.3196145539	1142297	GB_GCA_002504435.1	f	d__Archaea;p__Thermoplasmatota;c__Poseidoniia;o__Poseidoniales;f__Thalassoarchaeaceae;g__MGIIb-O5;s__MGIIb-O5 sp002504435	not type material	none	f	15	15	59765	59765	none	0	none	none	none	0	none	none	none	none	none	none	none	none	24301	24304	f	f	t	29457	29460	Contig	ASM270663v1	n/a	PRJNA391943	SAMN07618866	47	29460	none	2017-10-25	GCA_002706635.1	derived from metagenome	full	SAT44	none	none	0	0	Euryarchaeota archaeon	982	na	0	none	none	none	none	none	2017/10/25	0	2026739	0	SAT44	Tara Oceans Consortium	2026739	d__Archaea;p__Euryarchaeota;c__;o__;f__;g__;s__	d__Archaea;p__Euryarchaeota;x__unclassified Euryarchaeota;x__unclassified Euryarchaeota (miscellaneous);s__Euryarchaeota archaeon	0	1142297	11	23	none	1142297	0	PALL00000000.1	1021	47	none	0	none	none	none	none	none	none	none	none	none	none	none	none	none	none	140	15	23	0
UBA10011	0	90.65	1.87	149	k__Archaea (UID2)	107	0	1110996	90.8762679575	44	526058	43.0497464355	1222537	GB_GCA_000830275.1	f	d__Archaea;p__Iainarchaeota;c__Iainarchaeia;o__Iainarchaeales;f__GW2011-AR10;g__GW2011-AR10;s__GW2011-AR10 sp000830275	none	none	none	8	7	129059	139760	43036	1	2215	contig_40981	68641	1	92	contig_3203	1035	1912	0	100	CP010424.164728.167777	Archaea;Archaea Incertae Sedis;Unknown Class;Unknown Order;Unknown Family;Candidatus Iainarchaeum;archaeon GW2011_AR10	27772	33959	f	f	t	53093	61208	none	none	none	none	none	none	none	none	none	none	derived from metagenome	none	none	none	none	none	none	none	none	none	none	none	none	none	none	none	none	none	none	none	none	none	none	none	none	none	none	none	none	none	none	none	none	1360	36	74149	1	562	337	9.05e-91	77.936	255714	k__Archaea;p__[Parvarchaeota];c__[Micrarchaea];o__pMC2A384;f__;g__;s__	1054	contig_13111	779	1387	0	98.973	CP010424.162769.164251	Archaea;Diapherotrites;Diapherotrites Incertae Sedis;Unknown Order;Unknown Family;Candidatus Iainarchaeum;archaeon GW2011_AR10	560	17	34	0
GB_GCA_900316895.1	0	94.4	1.2	188	p__Euryarchaeota (UID3)	125	50	1725425	90.4171474626	152	696202	36.4879815894	1908294	GB_GCA_900316895.1	t	d__Archaea;p__Euryarchaeota;c__Methanobacteria;o__Methanobacteriales;f__Methanobacteriaceae;g__Methanobrevibacter_A;s__Methanobrevibacter_A sp900316895	not type material	none	f	29	29	102362	102362	none	0	none	none	none	0	none	none	none	none	none	none	none	none	12552	12981	f	f	t	18439	18603	Scaffold	Rumen uncultured genome RUG236	n/a	PRJEB21624	SAMEA104666888	152	18439	none	2018-3-21	GCA_900316895.1	derived from environmental_sample	full	RUG236	none	none	0	0	uncultured Methanobrevibacter sp.	0	na	0	none	none	none	none	none	2018/03/21	5	253161	0	RUG236	THE ROSLIN INSTITUTE	253161	d__Archaea;p__Euryarchaeota;c__Methanobacteria;o__Methanobacteriales;f__Methanobacteriaceae;g__Methanobrevibacter;s__	d__Archaea;p__Euryarchaeota;c__Methanobacteria;o__Methanobacteriales;f__Methanobacteriaceae;g__Methanobrevibacter;x__environmental samples;s__uncultured Methanobrevibacter sp.	263	1908294	none	0	none	1908031	0	ONER00000000.1	1982	147	17340	1	753	1369	0	99.469	130	k__Archaea;p__Euryarchaeota;c__Methanobacteria;o__Methanobacteriales;f__Methanobacteriaceae;g__Methanobrevibacter;s__	1296	ONER01000033.1	753	1391	0	100	JQ179785.1.1056	Archaea;Euryarchaeota;Methanobacteria;Methanobacteriales;Methanobacteriaceae;Methanobrevibacter;uncultured archaeon	263	19	30	0
GB_GCA_002509745.1	0	86.74	4.8	188	p__Euryarchaeota (UID3)	125	12.5	1845188	81.841253902	242	734421	32.6315499499	2254594	GB_GCA_002509745.1	t	d__Archaea;p__Euryarchaeota;c__Methanobacteria;o__Methanobacteriales;f__Methanobacteriaceae;g__UBA349;s__UBA349 sp002509745	not type material	none	f	38	31	61500	108063	none	0	none	none	28922	1	113	DAWK01000096.1	none	none	none	none	none	none	9300	11444	f	f	t	15478	16451	Scaffold	ASM250974v1	n/a	PRJNA348753	SAMN06027445	242	15478	none	2017-10-11	GCA_002509745.1	derived from metagenome	full	UBA349	none	none	0	0	Methanobacteriaceae archaeon UBA349	0	na	0	none	none	none	none	none	2017/10/11	45	1915622	0	UBA349	University of Queensland	1915622	d__Archaea;p__Euryarchaeota;c__Methanobacteria;o__Methanobacteriales;f__Methanobacteriaceae;g__;s__	d__Archaea;p__Euryarchaeota;c__Methanobacteria;o__Methanobacteriales;f__Methanobacteriaceae;x__unclassified Methanobacteriaceae;s__Methanobacteriaceae archaeon UBA349	3832	2254594	none	0	none	2250762	0	DAWK00000000.1	2325	197	none	0	none	none	none	none	none	none	none	none	none	none	none	none	none	none	3947	18	30	0
RS_GCF_000008265.1	0	99.59	0	186	p__Euryarchaeota (UID3)	123	0	1423612	92.0898249881	1	556065	35.9704248995	1545895	RS_GCF_900176435.1	f	d__Archaea;p__Thermoplasmatota;c__Thermoplasmata;o__Thermoplasmatales;f__Thermoplasmataceae;g__Picrophilus;s__Picrophilus oshimae	type strain of species	LPSN; DSMZ; StrainInfo	f	1	1	1545895	1545895	1545895	1	2887	NC_005877.1	1545895	1	112	NC_005877.1	2886	5330	0	100	AE017261.494113.497008	Archaea;Euryarchaeota;Thermoplasmata;Thermoplasmatales;Picrophilaceae;Picrophilus;Picrophilus torridus DSM 9790	1545895	1545895	t	f	f	1545895	1545895	Complete Genome	ASM826v1	n/a	PRJNA224116	SAMN02603345	none	none	none	2004-6-8	GCA_000008265.1	none	full	none	none	none	1	0	Picrophilus torridus DSM 9790	1565	representative genome	3	none	none	none	none	none	2004/06/08	0	82076	1	DSM 9790	Institut of Microbiology and Genetics, University of Goettingen	263820	d__Archaea;p__Euryarchaeota;c__Thermoplasmata;o__Thermoplasmatales;f__Picrophilaceae;g__Picrophilus;s__Picrophilus torridus	d__Archaea;p__Euryarchaeota;c__Thermoplasmata;o__Thermoplasmatales;f__Picrophilaceae;g__Picrophilus;s__Picrophilus torridus;x__Picrophilus torridus DSM 9790	0	1545895	11	46	assembly from type material	1545895	0	none	1599	1	1545895	1	1469	2713	0	100	104684	k__Archaea;p__Euryarchaeota;c__Thermoplasmata;o__Thermoplasmatales;f__Picrophilaceae;g__Picrophilus;s__torridus	1469	NC_005877.1	1460	2697	0	100	AE017261.470727.472195	Archaea;Euryarchaeota;Thermoplasmata;Thermoplasmatales;Picrophilaceae;Picrophilus;Picrophilus torridus DSM 9790	0	20	47	0
GB_GCA_002702945.1	0	82.4	4.8	188	p__Euryarchaeota (UID3)	125	50	1883497	95.1798059815	76	760546	38.5618638374	1978883	GB_GCA_002702945.1	t	d__Archaea;p__Thermoplasmatota;c__Poseidoniia;o__Poseidoniales;f__Poseidoniaceae;g__MGIIa-L1;s__MGIIa-L1 sp002702945	not type material	none	f	17	17	119862	120092	none	0	none	none	18418	1	109	PADF01000044.1	none	none	none	none	none	none	25950	26037	f	f	t	35020	35117	Contig	ASM270294v1	n/a	PRJNA391943	SAMN07618774	76	35117	none	2017-10-24	GCA_002702945.1	derived from metagenome	full	NAT154	none	none	0	0	Euryarchaeota archaeon	1751	na	3	none	none	none	none	none	2017/10/24	0	2026739	2	NAT154	Tara Oceans Consortium	2026739	d__Archaea;p__Euryarchaeota;c__;o__;f__;g__;s__	d__Archaea;p__Euryarchaeota;x__unclassified Euryarchaeota;x__unclassified Euryarchaeota (miscellaneous);s__Euryarchaeota archaeon	0	1978883	11	31	none	1978883	0	PADF00000000.1	1798	76	none	0	none	none	none	none	none	none	none	none	none	none	none	none	none	none	6608	15	30	0
GB_GCA_001564145.1	0	67.21	1.01	149	k__Archaea (UID2)	107	0	490406	93.2008316514	35	211015	40.1030441938	526182	GB_GCA_001564145.1	t	d__Archaea;p__Nanohaloarchaeota;c__Nanosalinia;o__Nanosalinales;f__Nanosalinaceae;g__B1-Br10-U2g21;s__B1-Br10-U2g21 sp001564145	not type material	none	f	10	10	51737	51737	10824	1	367	LKMQ01000020.1	none	0	none	none	365	603	2.59e-171	96.438	AGNT01000024.3641.6565	Archaea;Euryarchaeota;Euryarchaeota Incertae Sedis;Unknown Order;Unknown Family;Candidatus Haloredivivus;Candidatus Haloredivivus sp. G17	15033	15033	f	f	t	17532	17532	Contig	ASM156414v1	n/a	PRJNA286221	SAMN04124435	35	17532	Russia: Kulunda steppe	2016-2-19	GCA_001564145.1	derived from metagenome	full	B1-Br10_U2g29	sample B1-Br-g2; brine of Lake Bitter-1	51.67 N 79.90999999999997 E	0	0	Nanohaloarchaea archaeon B1-Br10_U2g29	0	na	0	none	none	none	none	none	2016/02/19	0	1729456	0	B1-Br10_U2g29	Institute for Biodiversity and Ecosystem dynamics, Faculty of Science, University of Amsterdam	1729456	d__Archaea;p__Candidatus Nanohaloarchaeota;c__Nanohaloarchaea;o__;f__;g__;s__	d__Archaea;x__DPANN group;p__Candidatus Nanohaloarchaeota;c__Nanohaloarchaea;x__unclassified Nanohaloarchaea;s__Nanohaloarchaea archaeon B1-Br10_U2g29	0	526182	none	0	none	526182	0	LKMQ00000000.1	645	35	none	0	none	none	none	none	none	none	none	none	none	none	none	none	none	none	0	12	18	0
GB_GCA_002495565.1	0	97.88	0	228	p__Euryarchaeota (UID49)	153	0	2278681	73.2981448695	273	1233887	40.2252887668	3108784	GB_GCA_002499445.1	f	d__Archaea;p__Halobacterota;c__Methanosarcinia;o__Methanosarcinales;f__Methanosarcinaceae;g__Methanosarcina;s__Methanosarcina sp002499445	not type material	none	f	44	14	92767	142195	none	0	none	none	none	0	none	none	none	none	none	none	none	none	11236	49345	f	f	t	22510	74771	Scaffold	ASM249556v1	n/a	PRJNA348753	SAMN06027553	273	22510	none	2017-10-10	GCA_002495565.1	derived from metagenome	full	UBA376	none	none	0	0	Methanosarcina sp. UBA376	0	na	0	none	none	none	none	none	2017/10/10	210	1915584	0	UBA376	University of Queensland	1915584	d__Archaea;p__Euryarchaeota;c__Methanomicrobia;o__Methanosarcinales;f__Methanosarcinaceae;g__Methanosarcina;s__	d__Archaea;p__Euryarchaeota;c__Methanomicrobia;o__Methanosarcinales;f__Methanosarcinaceae;g__Methanosarcina;s__Methanosarcina sp. UBA376	41333	3108784	none	0	none	3067451	0	DAGA00000000.1	2627	63	none	0	none	none	none	none	none	none	none	none	none	none	none	none	none	none	41343	20	48	0
GB_GCA_002762705.1	0	78.19	0	149	k__Archaea (UID2)	107	0	1658776	90.1110052401	183	781481	42.5079252147	1840814	GB_GCA_002762705.1	t	d__Archaea;p__Nanoarchaeota;c__Nanoarchaeia;o__Woesearchaeales;f__CG08-08-20-14;g__CG08-08-20-14;s__CG08-08-20-14 sp002762705	not type material	none	f	45	38	45145	57683	14748	1	2924	PCVE01000013.1	none	0	none	none	2510	1399	0	77.371	JWKV01000003.16394.19301	Archaea;archaeon GW2011_AR16	10046	12872	f	f	t	12782	14161	Scaffold	ASM276270v1	n/a	PRJNA362739	SAMN06659542	183	12782	none	2017-11-13	GCA_002762705.1	derived from metagenome	full	CG11_big_fil_rev_8_21_14_0_20_43_8	none	none	0	0	Candidatus Woesearchaeota archaeon CG11_big_fil_rev_8_21_14_0_20_43_8	1789	na	1	none	none	none	none	none	2017/11/13	40	1974468	1	CG11_big_fil_rev_8_21_14_0_20_43_8	None	1974468	d__Archaea;p__Candidatus Woesearchaeota;c__;o__;f__;g__;s__	d__Archaea;x__DPANN group;p__Candidatus Woesearchaeota;s__Candidatus Woesearchaeota archaeon CG11_big_fil_rev_8_21_14_0_20_43_8	2333	1840814	11	22	none	1838481	0	PCVE00000000.1	1850	143	14748	1	1363	1343	0	84.666	394351	k__Archaea;p__[Parvarchaeota];c__[Parvarchaea];o__YLA114;f__;g__;s__	1472	PCVE01000013.1	1363	1343	0	84.666	FJ810531.1.1395	Archaea;Woesearchaeota (DHVEG-6);uncultured archaeon	2378	11	17	0
RS_GCF_000009185.1	0	99.3	0	417	f__Halobacteriaceae (UID96)	263	0	2484319	78.1389404978	2	1521677	47.8610953585	3179361	RS_GCF_000237865.1	f	d__Archaea;p__Halobacterota;c__Halobacteria;o__Halobacteriales;f__Haloferacaceae;g__Haloquadratum;s__Haloquadratum walsbyi	not type material	none	f	1	1	3132494	3132494	3132494	2	2919	NC_008212.1-#2	3132494	2	117	NC_008212.1-#2	2919	5391	0	100	AM180088.1769147.1772073	Archaea;Euryarchaeota;Halobacteria;Halobacteriales;Halobacteriaceae;Haloquadratum;Haloquadratum walsbyi DSM 16790	1589680	1589680	t	f	f	3132494	3132494	Complete Genome	ASM918v1	n/a	PRJNA224116	SAMEA3138195	none	none	none	2006-6-22	GCA_000009185.1	none	full	none	none	none	2	0	Haloquadratum walsbyi DSM 16790	2822	na	6	none	none	none	none	none	2006/06/22	0	293091	2	DSM 16790;HBSQ001	Max Planck Institute	362976	d__Archaea;p__Euryarchaeota;c__Halobacteria;o__Haloferacales;f__Haloferacaceae;g__Haloquadratum;s__Haloquadratum walsbyi	d__Archaea;p__Euryarchaeota;c__Halobacteria;o__Haloferacales;f__Haloferacaceae;g__Haloquadratum;s__Haloquadratum walsbyi;x__Haloquadratum walsbyi DSM 16790	0	3179361	11	45	none	3179361	0	none	3071	2	3132494	2	1470	2699	0	99.796	2552920	k__Archaea;p__Euryarchaeota;c__Halobacteria;o__Halobacteriales;f__Halobacteriaceae;g__Haloquadratum;s__	1471	NC_008212.1-#2	1470	2715	0	100	AM180088.67537.69008	Archaea;Euryarchaeota;Halobacteria;Halobacteriales;Halobacteriaceae;Haloquadratum;Haloquadratum walsbyi DSM 16790	0	20	45	0
GB_GCA_002508635.1	0	79.61	0.65	228	p__Euryarchaeota (UID49)	153	0	1624165	82.3965315802	401	847797	44.2193366137	1971157	GB_GCA_002508635.1	t	d__Archaea;p__Halobacterota;c__Methanosarcinia;o__Methanosarcinales;f__Methanosarcinaceae;g__Methanolobus;s__Methanolobus sp002508635	not type material	none	f	52	42	38437	84534	none	0	none	none	none	0	none	none	none	none	none	none	none	none	4781	9806	f	f	t	10565	14272	Scaffold	ASM250863v1	n/a	PRJNA348753	SAMN06027412	401	10565	none	2017-10-11	GCA_002508635.1	derived from metagenome	full	UBA118	none	none	0	0	Methanolobus sp. UBA118	0	na	0	none	none	none	none	none	2017/10/11	200	1915526	0	UBA118	University of Queensland	1915526	d__Archaea;p__Euryarchaeota;c__Methanomicrobia;o__Methanosarcinales;f__Methanosarcinaceae;g__Methanolobus;s__	d__Archaea;p__Euryarchaeota;c__Methanomicrobia;o__Methanosarcinales;f__Methanosarcinaceae;g__Methanolobus;s__Methanolobus sp. UBA118	53893	1971157	none	0	none	1917264	0	DACO00000000.1	2085	201	17763	1	451	822	0	99.557	182015	k__Archaea;p__Euryarchaeota;c__Methanomicrobia;o__Methanosarcinales;f__Methanosarcinaceae;g__Methanolobus;s__	947	DACO01000104.1	451	822	0	99.557	EF190080.1.1448	Archaea;Euryarchaeota;Methanomicrobia;Methanosarcinales;Methanosarcinaceae;Methanolobus;uncultured crenarchaeote	53903	17	29	0
GB_GCA_003021105.1	0	65.6	0.47	395	f__Halobacteriaceae (UID85)	250	0	1764739	85.3017178875	49	1412852	68.3182095563	2068820	GB_GCA_003021105.1	t	d__Archaea;p__Halobacterota;c__Halobacteria;o__Halobacteriales;f__Haloarculaceae;g__QS-1-68-17;s__QS-1-68-17 sp003021105	not type material	none	f	11	11	147725	147725	none	0	none	none	none	0	none	none	none	none	none	none	none	none	42205	53046	f	f	t	57450	66933	Scaffold	ASM302110v1	n/a	PRJNA351262	SAMN06020771	49	57450	none	2018-3-27	GCA_003021105.1	derived from metagenome	full	QS_1_68_17	none	none	0	0	Halobacteriales archaeon QS_1_68_17	2129	na	0	none	none	none	none	none	2018/03/27	10	1919168	0	QS_1_68_17	None	1919168	d__Archaea;p__Euryarchaeota;c__Halobacteria;o__Halobacteriales;f__;g__;s__	d__Archaea;p__Euryarchaeota;c__Halobacteria;o__Halobacteriales;x__unclassified Halobacteriales;x__unclassified Halobacteriales (miscellaneous);s__Halobacteriales archaeon QS_1_68_17	771	2068820	11	29	none	2068049	0	PXRG00000000.1	2195	39	none	0	none	none	none	none	none	none	none	none	none	none	none	none	none	none	774	16	29	0
GB_GCA_003133625.1	0	95.33	7.94	149	k__Archaea (UID2)	107	10	2102920	82.6271644288	207	1088691	42.8054617814	2545071	GB_GCA_003133625.1	t	d__Archaea;p__Crenarchaeota;c__Bathyarchaeia;o__B26-1;f__UBA233;g__PALSA-986;s__PALSA-986 sp003133625	not type material	none	f	34	31	79423	79433	39990	1	3001	PKYH01000067.1	17283	1	108	PKYH01000031.1	2696	2952	0	86.758	JRER01003565.2.2678	Archaea;Thaumarchaeota;marine sediment metagenome	12286	14460	f	f	t	20988	24081	Scaffold	20120500_P19	n/a	PRJNA386568	SAMN08179427	207	20990	none	2018-5-18	GCA_003133625.1	derived from metagenome	full	palsa_986	none	none	0	0	Candidatus Bathyarchaeota archaeon	0	na	0	none	none	none	none	none	2018/05/18	31	2026714	0	palsa_986	Australian Centre for Ecogenomics, The University of Queensland	2026714	d__Archaea;p__Candidatus Bathyarchaeota;c__;o__;f__;g__;s__	d__Archaea;x__TACK group;p__Candidatus Bathyarchaeota;x__unclassified Candidatus Bathyarchaeota;s__Candidatus Bathyarchaeota archaeon	1387	2545071	none	0	none	2543684	0	PKYH00000000.1	3015	176	38730	1	1425	2582	0	99.368	1651529	k__Archaea;p__Crenarchaeota;c__MCG;o__pGrfC26;f__;g__;s__	1494	PKYH01000090.1	1427	2586	0	99.369	AB364897.1.1427	Archaea;Miscellaneous Crenarchaeotic Group;uncultured archaeon	1725	16	40	0
GB_GCA_002504675.1	0	72.07	1.33	188	p__Euryarchaeota (UID3)	125	0	1462382	91.052704001	261	775411	49.0167086828	1606083	GB_GCA_002713585.1	f	d__Archaea;p__Thermoplasmatota;c__Poseidoniia;o__Poseidoniales;f__Thalassoarchaeaceae;g__MGIIb-N2;s__MGIIb-N2 sp002713585	not type material	none	f	58	49	30097	30097	none	0	none	none	6427	1	110	DATL01000044.1	none	none	none	none	none	none	6061	8728	f	f	t	9347	11075	Scaffold	ASM250467v1	n/a	PRJNA348753	SAMN06027045	261	9347	none	2017-10-10	GCA_002504675.1	derived from metagenome	full	UBA584	none	none	0	0	Euryarchaeota archaeon UBA584	0	na	0	none	none	none	none	none	2017/10/10	77	1915944	0	UBA584	University of Queensland	1915944	d__Archaea;p__Euryarchaeota;c__;o__;f__;g__;s__	d__Archaea;p__Euryarchaeota;x__unclassified Euryarchaeota;x__Marine Group II;s__Euryarchaeota archaeon UBA584	24145	1606083	none	0	none	1581938	0	DATL00000000.1	1458	184	6992	1	221	272	4.82e-72	89.14	2383442	k__Archaea;p__Euryarchaeota;c__Thermoplasmata;o__E2;f__Marine group II;g__;s__	217	DATL01000148.1	217	396	8.09e-109	99.539	AACY020147130.655.2082	Archaea;Euryarchaeota;Thermoplasmata;Thermoplasmatales;Marine Group II;marine metagenome	24151	17	29	0
